# M_star [M_sun], T_star [K], M_disk [M_sun], alpha, R [au], T_disk [K], Sigma_gas [g/cm^2], eps, afrag [cm], OmegaK [1/s], tgr [s]
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,3.456982941834991444e-03,3.398844015745290648e+01,4.600339047485582711e+01,4.013484450676602644e-01,5.163250990246345297e-03,9.083968091829900879e-03,4.142812795086955634e-10,4.674998265737752075e+11
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,5.499268685837215009e-04,5.229035340935517695e+00,2.009646220591648671e+02,1.128673085342384752e+01,1.819079592274479296e-01,3.690109217856965551e-01,1.393106611577449016e-08,3.946062367375372052e+08
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,2.716931323504441671e-03,1.442831553891387175e+00,1.687788319437599966e+02,4.981509679378439692e+00,6.497919861794599662e-04,3.898164161326009292e-02,3.632823110168818166e-08,4.236248200930167389e+10
2.999999999999999889e-02,2.666000000000000000e+03,1.500000000000000031e-03,5.534088415727860498e-03,3.487719551072571811e+00,7.560137383448277149e+01,6.936003883389395552e-01,3.005946294412412470e-02,5.949304308653952100e-03,5.294390767643658020e-09,6.283516943398624420e+09
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,1.663308793689655726e-04,3.053701032157542183e+00,3.134291830393379996e+02,2.858352405655060835e+01,8.450178537516326305e-01,2.035209226896026014e+00,3.913129924811503578e-08,3.024195392308988795e+07
8.000000000000000167e-02,2.836000000000000000e+03,4.000000000000000083e-03,1.301634893572469137e-03,4.043573545088680277e+00,9.831997089993410555e+01,1.622908172192774723e+00,8.294330011066934844e-04,4.573436912973036228e-02,6.925715904349522334e-09,1.740820596786448669e+11
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,2.416269267028311649e-04,7.247663095360156404e+00,7.877716603774240411e+01,1.317536579568801214e+00,5.021275499303202716e-01,4.316393881630373741e-01,3.384285909919701321e-09,5.884626510896284580e+08
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,8.318586025266349389e-05,7.980205618407261170e-01,5.144257604862960989e+02,5.796937670239000084e+01,3.430639956911270467e-04,5.119713212804647640e+00,2.336660389801930926e-07,1.247467563038368416e+10
1.000000000000000021e-02,2.387000000000000000e+03,5.000000000000000104e-04,9.442053472125639529e-03,3.405827041527293542e+00,5.137423546358728998e+01,2.360903245124332805e-01,3.088827351799062759e-01,1.746395794796963032e-03,3.167625386450648320e-09,1.022050960639513969e+09
1.000000000000000021e-02,2.387000000000000000e+03,5.000000000000000104e-04,7.147120915873752135e-04,3.696332483582401629e+00,4.931725226988456967e+01,2.196470521901504880e-01,3.646182137394483793e-04,2.422205419447861705e-02,2.801632427873952515e-09,9.789274017978563232e+11
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,3.193971311256794520e-03,5.259882467084733726e+00,2.552283527992688903e+02,2.085039181977184342e+01,6.448222721709178512e-03,9.175399485368808394e-02,1.881808020728988574e-08,8.241089963740797997e+09
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,3.708119676762615196e-04,7.787473852743097558e-01,4.362913085582223971e+02,3.382560800965899972e+01,2.153326530749024303e-01,7.524967683683444486e-01,1.832326203643528452e-07,2.534470941816147044e+07
2.000000000000000042e-02,2.594000000000000000e+03,1.000000000000000021e-03,2.397916737865004710e-03,1.755109237466474292e+00,9.173871417504216197e+01,8.413600971443129239e-01,5.938078446896046273e-04,1.374373272304205834e-02,1.210950717249202831e-08,1.390681254062317200e+11
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,6.246271397327076043e-04,6.072692129071456613e+00,8.605979747014683312e+01,1.549202703166355111e+00,9.975073677325948518e-01,1.067486692881330773e-01,4.412575461512176030e-09,2.271913239225226343e+08
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,8.424243467903368490e-03,1.174671091849562821e+01,1.340833809159397276e+02,5.306760000347500394e+00,4.746038219068103342e-04,1.685258566771394295e-02,4.137540875932087001e-09,5.092446457499124756e+11
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,5.280015415857685843e-04,1.646322290416950906e+01,1.132606116136122552e+02,3.780401442489727870e+00,1.155592494520884438e-04,2.326539920348915935e-01,2.493701298336515575e-09,3.470170840447980957e+12
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,6.487196323888018597e-03,7.151006678679977524e-01,6.708608851939809483e+02,1.091538273407711159e+02,3.374939813214269946e-02,8.996307811454809511e-02,3.606679459500780221e-07,8.215356634976629913e+07
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,5.677307838614244380e-03,4.533665138174500786e-01,7.835751388601238432e+02,1.342357480154546465e+02,3.103483319200918064e-02,1.082330404485476044e-01,6.522191404210277355e-07,4.940342345748043805e+07
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,1.737364432755017453e-04,1.263999674817785523e+00,1.635311896485396517e+02,3.907624241571185486e+00,9.116142847605632205e-02,5.640609133981374645e-01,3.706775429497605987e-08,2.959324587871218324e+08
5.999999999999999778e-02,2.807000000000000000e+03,3.000000000000000062e-03,1.222503612518290213e-03,6.020278373969285113e+00,7.176433640101188871e+01,8.517044657368531002e-01,5.986185425966910820e-04,3.523114172793349874e-02,3.301554451000101283e-09,5.059776928788696289e+11
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,5.123865478915692277e-04,1.329770816643638653e+01,1.446836459050040276e+02,6.708402048994984490e+00,6.474196352748657901e-01,3.299788322794809381e-01,4.105844548423697082e-09,3.761937974033978581e+08
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,7.672638582660392011e-04,2.359005535073388771e+01,7.230804707069441406e+01,1.098138603463576501e+00,5.162233829348206182e-01,7.316552480502121203e-02,9.517763003089118970e-10,2.035295353026341677e+09
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,1.052957023489496354e-03,9.326403773072016179e+00,1.857632763890589160e+02,1.135610642984766372e+01,3.419467346587298229e-01,2.087277617309915290e-01,7.657499929062379582e-09,3.819042906518431306e+08
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,2.610430172733416935e-03,1.202257920216067610e+01,7.731154287956046289e+01,1.259845641229917268e+00,2.216726722943818395e-01,2.243989524350188322e-02,1.969226581491254338e-09,2.290826264931348324e+09
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,2.965671233816476616e-03,2.925578810798763030e+00,1.689072387250401164e+02,5.395902824336024750e+00,1.294911832017655012e-03,3.865084412072561371e-02,1.779364796011201481e-08,4.340050739192609406e+10
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,2.687961193430479963e-04,5.647073859432746090e+00,1.048936838535444025e+02,2.256452400441326223e+00,2.083646898566437339e-02,3.290660771349002700e-01,5.746165448919282344e-09,8.352139695745688438e+09
7.499999999999998335e-02,2.835000000000000000e+03,3.749999999999999861e-03,7.331386623518556730e-03,4.595159613361923800e-01,2.811800425490673661e+02,9.952639541832061454e+00,5.263867165423881389e-02,1.731767275501556319e-02,1.750440805139237822e-07,1.085294619620934427e+08
1.499999999999999944e-02,2.514000000000000000e+03,7.500000000000000156e-04,8.881818633631679985e-04,8.429194188595740656e+00,3.813134432552929098e+01,1.561370552081620122e-01,7.410365485522931242e-03,1.805828298494562348e-02,9.964011953458624541e-10,1.354335092901478424e+11
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,2.929056427627944209e-04,5.644063649689340378e-01,2.822769238406592649e+02,1.224800124833081405e+01,1.069804553258201993e-03,5.384084235993767953e-01,1.557313998246158214e-07,6.002323116895241737e+09
4.000000000000000083e-02,2.731000000000000000e+03,2.000000000000000042e-03,3.618593815278346379e-03,8.917196804027663859e+01,1.665292378070722279e+01,1.946779640224751556e-02,3.753351342770665511e-01,1.188494341756065513e-03,4.728845957321900177e-11,5.634113780727476501e+10
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,2.292050906949150233e-03,4.915832297964800035e-01,8.600760040351638054e+02,1.753921922350583031e+02,7.775493231773686689e-03,3.191331218246740709e-01,6.834962384302280561e-07,1.881637343122880757e+08
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,4.354437782021559119e-04,1.990270718814755257e+00,2.489175934902804102e+02,1.131932471930184469e+01,3.706715910709847822e-02,3.774470099703500781e-01,3.883828960737291203e-08,6.946253073525261879e+08
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,2.128205420418753397e-03,6.969124938057729146e-01,5.504788279964124058e+02,6.509118940295678613e+01,5.697850018494950985e-01,1.993007253465723938e-01,2.863184560102117727e-07,6.129705976501978002e+06
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,1.389393176458587811e-03,3.698760210847572782e+00,2.847899455972014948e+02,2.414716398589469648e+01,1.046304783603697608e-01,2.190155347975252798e-01,2.935484394120671228e-08,3.255832194275032282e+08
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,2.962107681941961081e-03,4.834700382578924760e+00,1.751020395242692018e+02,6.919903302009216439e+00,5.503175232796950027e-03,4.787004012180113427e-02,1.184522588634751177e-08,1.534063408768506241e+10
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,2.049120622430291097e-04,1.226735492241163517e+00,4.365056640135994144e+02,4.582220326822324807e+01,1.806185584507649308e-02,1.858313556653333309e+00,1.310648686392167094e-07,4.224266719383718371e+08
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,7.536883563682887990e-03,4.209210373568527119e-01,9.022281377891484908e+02,1.859155619994887729e+02,7.879813753237439704e-04,9.806662347442592076e-02,8.312629555887619798e-07,1.526671577632067919e+09
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,2.968999725455580209e-04,3.873015041931982427e+00,1.362044608146477174e+02,3.582943199342344620e+00,1.295840870997933209e-03,3.371634022489060079e-01,1.077006648075470785e-08,7.165226812518083191e+10
5.999999999999999778e-02,2.807000000000000000e+03,3.000000000000000062e-03,8.612606575476629972e-03,8.117415281094262358e-01,1.954194919272541711e+02,4.896838034615925928e+00,1.816689847990222875e-04,1.043613395539198796e-02,6.668323752907685790e-08,8.254723556181347656e+10
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,3.068292073043313068e-04,6.363938850576345452e+00,2.248813723522004295e+02,1.619437957732381506e+01,5.260351268483355255e-03,8.580996694945837167e-01,1.358530287020123152e-08,1.399316416293781471e+10
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,2.511980657784787497e-04,5.277509274415819363e+01,8.058012453664811403e+01,1.650795310355463119e+00,1.096339862868987540e-02,4.275543666679439969e-01,5.921010991864297052e-10,1.540490155706628418e+11
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,2.058350777358395180e-04,1.144288481788737100e+00,4.932165264756710599e+02,6.080547889520639870e+01,2.067989518972368490e-01,2.167095471722087829e+00,1.626538731654426980e-07,2.972947619201321527e+07
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,7.465156145437742280e-03,5.562805879696060884e+00,1.488903820993235456e+02,4.574665916291784207e+00,2.433352824751254806e-01,1.476378761143775850e-02,8.311654244797694085e-09,4.944329975489208102e+08
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,2.889433220616600571e-04,7.833453653082086410e-01,6.813319019506860741e+02,1.177948072390630045e+02,1.974023393884617728e-03,2.151112189483967096e+00,3.397831196415082649e-07,1.490891042572647095e+09
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,5.002502231891867938e-04,4.973907994553049550e-01,8.299803494749137371e+02,1.612401083127771528e+02,1.345981310453135855e-03,1.393650923991383905e+00,6.471318181224949690e-07,1.148069598486310244e+09
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,1.510327583690031531e-03,1.098337718475429492e+00,2.557673319083451702e+02,1.070711733910582453e+01,2.173187931151261687e-01,9.947800036317308581e-02,7.131621940370806732e-08,6.452297791596527398e+07
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,5.795518032074808458e-03,4.223649249688752860e+01,7.790415788651968398e+01,1.588734133960777895e+00,4.501049215341224041e-01,1.262699144782845201e-02,6.881089168724584989e-10,3.228710103142070770e+09
5.000000000000000278e-02,2.761000000000000000e+03,2.500000000000000486e-03,2.332524294964862313e-03,1.270680302281645524e+01,4.714907085052539770e+01,3.508952305649047365e-01,1.211110047669318457e-01,1.152936547369318859e-02,9.828749229038435296e-10,8.400751501204307556e+09
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,6.576214051918495909e-03,1.020342411814127814e+01,7.232791927348667116e+01,1.129330205312565560e+00,1.540919171509485402e-02,8.519652891326339947e-03,2.202523072527557261e-09,2.946454065387187958e+10
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,8.821696270451561718e-04,6.095180907864219400e+00,2.297857785568569682e+02,1.684367592579889106e+01,1.401210300343838817e-02,2.986848388344014449e-01,1.449367176247422877e-08,4.924002414115743637e+09
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,3.269913775256671411e-04,1.828856263782756342e+00,1.982091434834222525e+02,6.901544792305732479e+00,9.783106454505289921e-04,3.903514844355643332e-01,3.319118809626729583e-08,3.079643335382709122e+10
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,5.306828634368035945e-04,1.720944467044775106e+00,4.462038168185867448e+02,5.562526092698313818e+01,1.032967956868794437e-04,8.439250638821340633e-01,1.005516243057765632e-07,9.627733487123585510e+10
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,1.292336027301214832e-04,6.948736674608766428e-01,2.432046296733527981e+02,9.322061234551888731e+00,5.075129345948332753e-04,1.181424060492411998e+00,1.086948375038571244e-07,1.812775266808737183e+10
7.199999999999999456e-02,2.831000000000000000e+03,3.599999999999999901e-03,1.515465312638014346e-03,1.234024378840422820e+01,5.335632619625174300e+01,5.200898252236189068e-01,4.409362325427999656e-03,2.339176465071339528e-02,1.232390488737917840e-09,1.840245968764490356e+11
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,4.347805175240856274e-03,2.054270337927192003e+01,1.291492197477522268e+02,5.549075941301475190e+00,3.725755957508389837e-01,3.545631702036879801e-02,2.438108239255984527e-09,1.100861321912082672e+09
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,1.084760014615659962e-03,5.726167684636657640e+01,3.061611263927201065e+01,1.449086135408840514e-01,3.792915468494234554e-01,1.716066727586419705e-02,1.656697750377193205e-10,1.591415390015863609e+10
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,1.059873331810334655e-03,9.107465282929094030e+01,4.555097033222028102e+01,2.789469695757577639e-01,1.653401260188582303e-04,2.157779131137925119e-02,1.774381649982168609e-10,3.408589471335730078e+13
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,2.656420294791675494e-03,5.103881603397523170e-01,2.573490153528321684e+02,8.493122901092037935e+00,1.244131484344478686e-04,4.457006038179652657e-02,1.444660611409736002e-07,5.563753589302015686e+10
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,2.096289254512310411e-03,3.502090665114710788e+00,3.031464545384937423e+02,2.764364248686339920e+01,8.071275893127970169e-03,1.560628832806478516e-01,3.327876830434867410e-08,3.722978800876136780e+09
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,6.955518681860693774e-05,5.932851143754591661e-01,6.572693172865348288e+02,9.603027061321222391e+01,6.829441664097676487e-03,7.883835547291727863e+00,4.133269998605914853e-07,3.542591078231296539e+08
1.499999999999999944e-02,2.514000000000000000e+03,7.500000000000000156e-04,9.881559613989726945e-04,5.827498391163000946e+00,4.583166471172832956e+01,2.193096087135264771e-01,1.571867526017762737e-02,1.819157013209228568e-02,1.733365247291058475e-09,3.670235852069423676e+10
4.000000000000000083e-02,2.731000000000000000e+03,2.000000000000000042e-03,1.461801921643827865e-03,1.413936710587242906e+00,1.277232735771011534e+02,2.027623910947888852e+00,3.089712597279794387e-02,3.905250127037857705e-02,2.368387384160009256e-08,1.366561487989991426e+09
